
"1c6113a0-c6e5-012f-ee4c-3c075448cc4b",40227,"Puteshestvie po vostochnoi Sibiri I. Bulychova. Ch. 1. IAkutskaia oblast, Okhotskii krai.","Travels through eastern Siberia of Ivan Bulychev. Part 1: Iakutiia province, Okhotsk district.","Bulychev, Ivan Dem'ianovich","1856",1856,"","","","General Note: The atlas has engraved title, with a view: Pamiatnik Ermaku v Tobolsk. Monument de Yermak a Tobolsk. Lit. Bakhmana v Moskvie.","Natural history","","IAkutskaia oblast (R.S.F.S.R.) | Okhotsk (Sea of, Region) -- Description and travel | Okhotsk, Sea of, Region","","","still image","","b15851729","","*QFP+++ (Bulychev. Puteshestvie po vostochnoi Sibiri)","","","","","","13208131","298 p. ; 25 cm. + atlas of 60 plates (some col., 37 x 50 cm.)","","V Tip. imperatorskoi Akdemii Nauk","Sanktpeterburg",62,"http://digitalcollections.nypl.org/collections/1c6113a0-c6e5-012f-ee4c-3c075448cc4b"
"911c71a0-c6e5-012f-2ff7-58d385a7bc34",40229,"Au sud de l'Afrique. Avec 150 dessins et croquis de l'auteur","","Christol, Frédéric (1850-1933)","1897",1897,"","","","","Missions","","Africa | Africa, Southern | Lesotho","","","still image","","b11717917","","Sc 916.8-C (Christol, F. Au sud de l'Afrique)","","","","","","NYPGR18045123-B","xii, 308 p. illus., ports., facsim., plates 19 cm.","","Berger-Levrault et cie","Paris",74,"http://digitalcollections.nypl.org/collections/911c71a0-c6e5-012f-2ff7-58d385a7bc34"
"e5fb02a0-c6e5-012f-49bf-58d385a7bc34",40230,"Letters: 1821-1847, in the Music Division of the New York Public Library","","Mendelssohn-Bartholdy, Felix, 1809-1847",1821,1821,1847,"German","","","Correspondence","Mendelssohn-Bartholdy, Felix, 1809-1847","","","","text","Correspondence","b10126741","","*MNY++ (Mendelssohn) [Manuscript]","","","","","","NYPG744009653-B","","","","",28,"http://digitalcollections.nypl.org/collections/e5fb02a0-c6e5-012f-49bf-58d385a7bc34"
"0b2f5660-c6e6-012f-2379-58d385a7bc34",40233,"The great West illustrated in a series of photographic views  across the continent taken along the line of the Union Pacific Railroad west from Omaha, Nebraska.","","Russell, Andrew J. (1830-1902) | Prime, D. H. | Union Pacific Railroad Company","1869",1869,"","","","Statement of Responsibility Note: A.J. Russell.","","Union Pacific Railroad Company","West (U.S.)","","","still image","Albumen prints","b10738762","","MFZ++ (Russell) 82-691","","","","","","NYPG82-B21397","50 photographs ; 29.3 x 29.2 cm. or smaller","","Union Pacific Railroad Company","New York",59,"http://digitalcollections.nypl.org/collections/0b2f5660-c6e6-012f-2379-58d385a7bc34"
"724cf9c0-c6e6-012f-c238-58d385a7bc34",40236,"A second series of the Monuments of Nineveh; including bas-reliefs from the palace of Sennacherib and bronzes from the ruins of Nimroud.","","Layard, Austen Henry, Sir (1817-1894)","1853",1853,"","","","Statement of Responsibility Note: Austen Henry Layard, M.P.","Art","","Nineveh (Extinct city)","","","still image","","b14308487","","*OCM+++ (Layard, A. H.  Second series of the Monuments of Nineveh)","","","","","","6612573","viii,  7 p.,  71 pl.  (part col.,  part fold. ; incl.  front.),  39 x 60 cm.","","J. Murray","London",73,"http://digitalcollections.nypl.org/collections/724cf9c0-c6e6-012f-c238-58d385a7bc34"
"65a81890-c6e7-012f-dd38-58d385a7bc34",40243,"Maps of Europe","","","","","","","","","","","","","","cartographic","Maps","","","","","","","","","","","","","",39,"http://digitalcollections.nypl.org/collections/65a81890-c6e7-012f-dd38-58d385a7bc34"
"53e40250-c6e7-012f-8546-3c075448cc4b",40244,"Collection of views of Egypt, including Cairo and the pyramids.","","G. Lékégian & Cie. | Marchandon de La Faye, Pierre","188-189-","","","","","Statement of Responsibility Note: G. Lekegian & Cie.","","","Egypt","","","still image","Albumen prints","b10699757","","MFZ+++ (Lekegian) 81-803","","","","","","NYPG81-B9186","58 leaves : all ill. ; 54 cm.","","","",58,"http://digitalcollections.nypl.org/collections/53e40250-c6e7-012f-8546-3c075448cc4b"
"e18b4b90-c6e7-012f-868d-58d385a7bc34",40246,"Views in the Ottoman Dominions, in Europe, in Asia, and some of the Mediterranean islands, from the original drawings taken for Sir Robert Ainslie, by Luigi Mayer.","","Watts, William (1752-1851) | Ainslie, Robert, Sir (1730?-1812) | Mayer, Luigi","1810",1810,"","","","General Note: The colored aquatints, engraved by William Watts, are accompanied by leaf of text in English and French.","","","Mediterranean Region","","","still image","","b10155031","","MEM++ M468mv 1810","","","","","","NYPG744317911-B","32 p., 71 col. plates. 47 cm.","","Printed by T. Bensley for R. Bowyer","London",73,"http://digitalcollections.nypl.org/collections/e18b4b90-c6e7-012f-868d-58d385a7bc34"
"f72845d0-c6e7-012f-ebdb-58d385a7bc34",40247,"Nouveaux livre d'ornments, pour l'utillitée des sculpteurs, et orfeures ...","Nouveaux livre d'ornments, pour l'utillitée des sculpteurs, et orfeures ...","","","","","","","","Decoration and ornament","","","","","three dimensional object","Engravings","b13982575","","MLD++ (Marot, D. Nouueaux liure d'ornments)","","","","","","8720316","19 pl.","","Rapilly","Paris",72,"http://digitalcollections.nypl.org/collections/f72845d0-c6e7-012f-ebdb-58d385a7bc34"
"229858a0-c6e8-012f-78bf-58d385a7bc34",40249,"Fables, ancient and modern. Adapted for the use of children. By Edward Baldwin, Esq. ... Second edition.","","Hodgkins, Thomas | Godwin, William (1756-1836) | Mulready, William (1786-1863) | Aesop","1807",1807,"","","","","Fables","","","","","","","b12751612","","Pforz (Godwin, W. Fables ancient and modern. 1807. 2 ed.)","","","","","","","2 v. : ill. ; 17 cm.","","Thomas Hodgkins, at the Juvenile Library","London",72,"http://digitalcollections.nypl.org/collections/229858a0-c6e8-012f-78bf-58d385a7bc34"
"5888dff0-c6e8-012f-37dd-58d385a7bc34",40251,"Window cards","","","","","","","","","","","","","","still image","Window cards | Prints","","","","","","","","","","","","","",2,"http://digitalcollections.nypl.org/collections/5888dff0-c6e8-012f-37dd-58d385a7bc34"
"b9545400-c6e8-012f-b834-58d385a7bc34",40256,"The Holy Bible, containing the Old and New Testaments... : The Queen's Bible.","Holy Bible, containing the Old and New Testaments... : The Queen's Bible.","",1862,1862,1863,"","","Statement of Responsibility Note: Francis Frith.","","","","","","still image","","b15453497","","MFZ+++ (Frith) 02-4248","","","","","","NYPG02-B2845","2 vols., 48 x 34.5 x 9 cm., pages 46 x 34 cm.","","William Mackenzie","Glasgow; Edinburgh; London",71,"http://digitalcollections.nypl.org/collections/b9545400-c6e8-012f-b834-58d385a7bc34"
"97701f60-c6e8-012f-cd69-3c075448cc4b",40258,"Street scenes","","",1901,1901,1998,"","Collection consists mainly of views of streets in west and central Harlem, New York, from the late 1800s to the 1970s.","","Theaters | Street photography","","New York (N.Y.) | Harlem (New York, N.Y.)","","","still image","Photographs","b15580587","","Sc Photo Street Scenes","","","","","","NYPG03-F26","","","","",1,"http://digitalcollections.nypl.org/collections/97701f60-c6e8-012f-cd69-3c075448cc4b"
"1c9c4ca0-c6e9-012f-f7c6-58d385a7bc34",40261,"La vie et les paysages en Egypte : études en héliotypies tirées d'après nature.","","Schroeder & Cie | Edition Photoglob","","","","","","General Note: Illustrated with 60 heliotype prints.v.  1.  La basse Egypte--v.  2.  La haute Egypte.Albert Sieveking - Book plate.","Antiquities","","Egypt","","","still image","Collotypes","b11840408","","*OBM+++  93-6952","","","","","","NYPGR13925000-B","2 v.  :  chiefly ill. ;  38 x 48 cm.","","Photoglob : Schroeder","Zurich",70,"http://digitalcollections.nypl.org/collections/1c9c4ca0-c6e9-012f-f7c6-58d385a7bc34"
"96103900-c6e9-012f-2c1b-3c075448cc4b",40265,"Voyage pittoresque et historique de l'Istrie et Dalmatie.","","Cassas, Louis François (1756-1827)","1802",1802,"","","","","","","","","","","","","","Slav. Reserve++ 02-3649","","","","","","","","","","",1,"http://digitalcollections.nypl.org/collections/96103900-c6e9-012f-2c1b-3c075448cc4b"
"ba91ec70-c6ea-012f-6281-3c075448cc4b",40268,"The American anti-slavery almanac","","",1836,1836,1844,"","","","Antislavery movements | Slavery","","United States","","","still image","","b11995838","","Sc Rare 326.59-A","","","","","","NYPG94-S11885","v. ill. 19-21 cm.","","Webster & Southard","Boston",55,"http://digitalcollections.nypl.org/collections/ba91ec70-c6ea-012f-6281-3c075448cc4b"
"8ab643a0-c6eb-012f-5bd7-58d385a7bc34",40276,"Street views of New York City.","","Austen, Alice (1866-1952)","1896",1896,"","","","Statement of Responsibility Note: Alice Austen.","Streets | City & town life","","New York (State) | New York","","","still image","Gelatin silver prints","b11744193","","MFZ (Austen) 93-6188","","","","","","NYPG93-F100","69 photographic prints : silver gelatin ; 10.1 x12.1 cm. and smaller.","","","",1,"http://digitalcollections.nypl.org/collections/8ab643a0-c6eb-012f-5bd7-58d385a7bc34"
"0a1998d0-c6ec-012f-d89e-58d385a7bc34",40282,"Views of France","","Baldus, Edouard, 1813-1889",1850,1850,1860,"","","","","","France","","","still image","Photographs","b13951713","","MFZ+++ (Baldus) 96-4155","","","","","","","68 albumen and salted paper prints 44 x 61 cm.","","","",68,"http://digitalcollections.nypl.org/collections/0a1998d0-c6ec-012f-d89e-58d385a7bc34"
"0240a200-c6ed-012f-18bf-3c075448cc4b",40293,"Photographs from the American country woman series","","Lange, Dorothea","","","","","Items include several portraits of women, landscapes, and cityscapes from various locales across America encompassing the scope of Lange's career. Also included are two portraits of unidentified women.","Source Note: Romana Javitz Collection.","","","","","","still image | text","","b11970068","","MFZ (Lange) 93-6299","","","","","","","","","","",1,"http://digitalcollections.nypl.org/collections/0240a200-c6ed-012f-18bf-3c075448cc4b"
"7c2ae220-c6ed-012f-b8b2-58d385a7bc34",40295,"Album of photographs of Japan.","","","187-?-188-?","","","","","General Note: Views of Japan: temples or shrines, some views possible at Nikko, including details of the buildings, view of bells and stone lanterns and details of screens and woodcarvings, including view of carved monkeys in ""See no evil, hear not evil, speak no evil"" pose, a carved cat; bronze Buddha, Kotokuin, in Kamakura; a pagoda; toriis; Yokohama: views of foreign residences and buildings, streets and bridges, monument; views of sericulture, silk winding and weaving; landscapes including waterfalls, Mt.\nFuji, agricultural scenes including planting and harvesting rice, waterways including boats pulled up on shore, forest scenes; portraits of individuals including man and woman in winter clothes, women in various poses, including reading, writing, paper folding with umbrella, arranging hair, with musical instruments, washing clothes, in rickshaws and kagos, cooking, dancing; men (some tattoed), including plant sellers, sandal maker, basket sellers, umbrella maker, playing a game, having hair arranged, monks praying or meditating; man attending woman in bed [massage?]; children with women and practicing calligraphy; Ainu: group of women in front of thatched buildings, and studio portrait of man holding bow and arrow, with boy; theatrical scenes; portraits of sumo wrestlers, and a view of a match showing wrestlers and spectators in western style straw hats.","","","Japan","","","still image","Albumen prints","b11818699","","MFY+ 93-6332","","","","","","NYPG93-F291","1 album (67 pl. : 162 photographic prints) ; albumen, col. ; 23 x 28.5 cm or smaller in album approx. 34 x 42 cm.","","","",67,"http://digitalcollections.nypl.org/collections/7c2ae220-c6ed-012f-b8b2-58d385a7bc34"
"aaf0f440-c6ed-012f-2a97-58d385a7bc34",40297,"Kelly Miller's history of the world war for human rights; being an intensely human and brilliant account of the world war and why and for what purpose America and the allies are fighting and the important part taken by the Negro, including the horrors and wonders of modern warfare, the new and strange devices, etc. ... by Kelly Miller ... illustrated with 128 genuine pictures from recent official photographs, also outline map drawings","","Miller, Kelly (1863-1939)","1919",1919,"","","","","","","","","","still image","","b11722032","","Sc 940.9-M (Miller, K. History of the world war for human rights)","","","","","","NYPGR3964269-B","xiii, 17-608 p. front., illus., maps, plates (1 double) ports. 21cm.","","Austin Jenkins Co.","Washington, D.C.",67,"http://digitalcollections.nypl.org/collections/aaf0f440-c6ed-012f-2a97-58d385a7bc34"
"db7cd820-c6ed-012f-1c4e-58d385a7bc34",40299,"Joachimi de Sandrart ... Academia nobilissimæ artis pictoriæ. Sive D¯e veris & genuinis hujusdem proprietatibus, theorematibus, secretis atque requisitis aliis ... instructio fundamentalis ... : Unà cum artificum tam Ægyptiorum, Græcorum & Romanorum; quàm Italorum, Gallorum, Anglorum, Germanorum, Belgarum, aliorumq[ue] ... vitis atque encomiis ... eorundemque, plusquàm ducentis iconibus ... ære expressis, erecta atq[ue] publicata.","","","1683",1683,"","","","","","","","","","still image","Engravings","b13935124","","3-MAD+ (Sandrart, J. von. Joachimi de Sandrart)","","","","","","11557958","[18], 401, [21], 16 p., [50] leaves of plates (some folded) : ill., ports. ; 39 cm. (fol. in 4s)","","","Nuremberg; Frankfurt.",67,"http://digitalcollections.nypl.org/collections/db7cd820-c6ed-012f-1c4e-58d385a7bc34"
"0af808d0-c6ef-012f-cb96-58d385a7bc34",40309,"Photographs of World War I battlefields, captured German installations and allied installations.","","",1917,1917,1918,"","","Ownership and Custodial History Note: Wallach Purchase Fund, 1989.","","","","","","still image","Gelatin silver prints","b11957117","","MFY 94-347","","","","","","NYPG94-F139","195 photographic prints : silver gelatin, b ; various sizes on 66 mounts, 25 x 33 cm.","","","",66,"http://digitalcollections.nypl.org/collections/0af808d0-c6ef-012f-cb96-58d385a7bc34"
"32282f70-c6ef-012f-63c0-58d385a7bc34",40311,"Minchô shiken (The Colored Inkstone of the Ming Period).","","","1746",1746,"","","","","","","","","","","","","","Sorimachi 409","","","","","","","280 x 180 mm.","","","Osaka",65,"http://digitalcollections.nypl.org/collections/32282f70-c6ef-012f-63c0-58d385a7bc34"
"347eadd0-c6ef-012f-460d-3c075448cc4b",40315,"Etchings of rustic figures, for the embellishment of landscape.","","Pyne, W. H. (William Henry) (1769-1843) | Morland, George","1819",1819,"","","","Statement of Responsibility Note: By W.H. Pyne....","Clothing & dress | British","","","","","still image","Etchings","b14362981","","3-MBB (Pyne, W. H. Etchings of rustic figures)","","","","","","","29 x 19 cm.","","M.A. Nattali","London",60,"http://digitalcollections.nypl.org/collections/347eadd0-c6ef-012f-460d-3c075448cc4b"
"c49e9520-c6ef-012f-4453-58d385a7bc34",40319,"Palestine and Egypt, March 1894","","","1894",1894,"","","","Statement of Responsibility Note: Bonfils, Arnoux, Zangaki.","","","","","","still image","Albumen prints","b10733511","","MFZ+ (Bonfils) 82-117","","","","","","NYPG82-B1657","69 p. : all ill. ; 28 x 36 cm.","","","",65,"http://digitalcollections.nypl.org/collections/c49e9520-c6ef-012f-4453-58d385a7bc34"
"f2580a50-c6ef-012f-2de5-58d385a7bc34",40321,"Jerusalem explored, being a description of the ancient and modern city, with numerous illustrations consisting of views ground plans, and sections, by Ermete Pierotti. Tr. by Thomas George Bonney.","","Bonney, T. G. (Thomas George) (1833-1923) | Pierotti, Ermete | Day & Son","1864",1864,"","","","","Antiquities | Description and travel","","Jerusalem","","","still image","Lithographs","b13039592","","**P+ 07-55","","","","","","1413675","2 v. plates, plans. 39 cm.","","Bell and Daldy","London",64,"http://digitalcollections.nypl.org/collections/f2580a50-c6ef-012f-2de5-58d385a7bc34"
"16916980-c6f0-012f-5f69-3c075448cc4b",40326,"John H. Levine Collection","","","","","","","","","","","","","","","","","","","","","","","","","","","","",60,"http://digitalcollections.nypl.org/collections/16916980-c6f0-012f-5f69-3c075448cc4b"
"0d5aeb80-c6f2-012f-85eb-3c075448cc4b",40328,"The history of the Negro church.","","Woodson, Carter Godwin (1875-1950 )","1921",1921,"","","","","","","","","","still image","Halftone photomechanical prints","b11995308","","Sc D 94-1319","","","","","","NYPG94-B39372","x, 330 p. : ill. ; 21cm.","","Associated Publishers","Washington, D.C.",60,"http://digitalcollections.nypl.org/collections/0d5aeb80-c6f2-012f-85eb-3c075448cc4b"
"37702f70-c6f3-012f-f387-58d385a7bc34",40334,"The natural history of Washington territory and Oregon, with much relating to Minnesota, Nebraska, Kansas, Utah, and California ... being those parts of the final reports on the survey of the Northern Pacific Railroad route, relating to the natural history of the regions explored ...","","Suckley, George (1830-1869) | Cooper, J. G. (James Graham) (1830-1902)","1860",1860,"","","","Citation/References Note: Gross, 1994,#58","","","","","","","Engravings","b13664218","","PQW+ (Suckley, G. Natural history of Washington territory and Oregon)","","","","","","39086922","(5) iv-xvii, 72, viii, 368-399 p. 66 pl. 4to.","","Balliere Brothers","New York",60,"http://digitalcollections.nypl.org/collections/37702f70-c6f3-012f-f387-58d385a7bc34"
"1e3f73e0-c6f4-012f-a4bd-58d385a7bc34",40346,"Art and Artifacts Division. Painting & sculpture collection.","","",1800,1800,1990,"","","","","","","","","still image | three dimensional object","works of art | Paintings | Sculpture","b11486938","","Sc Art (Painting & sculpture collection)","","","","","","NYPG085000087-F","479 items","","","",4,"http://digitalcollections.nypl.org/collections/1e3f73e0-c6f4-012f-a4bd-58d385a7bc34"
"bb5c4380-c6f4-012f-df87-58d385a7bc34",40355,"Prints depicting dance","","","","","","","","","","","","","","still image","Prints","","","","","","","","","","","","","",1648,"http://digitalcollections.nypl.org/collections/bb5c4380-c6f4-012f-df87-58d385a7bc34"
"ab855230-c6f4-012f-dbe6-3c075448cc4b",40359,"William Williams papers","","Williams, William (1862-1947) | Williams, William, 1862-1947","","","","","William Williams was a New York lawyer and the Commissioner of Immigration at Ellis Island for two terms, 1902-1905 and 1909-1913, and the Commissioner of the New York City Department of Water Supply, Gas, and Electricity from 1914 to 1917. His papers contain correspondence, reports, notices, photographs, scrapbooks, and other items from his terms at Ellis Island and at the Department of Water Supply, Gas, and Electricity. Ellis Island materials include photographic portraits of immigrants in native dress by Augustus F. Sherman and interior and exterior views of the immigration station by Edwin Levick and others.","Ownership and Custodial History Note: MSS 47M76","","Williams, William, 1862-1947","","","","text | still image","","b11996408","","MssCol 3346","","","","","","NYPW94-A436","","","","",52,"http://digitalcollections.nypl.org/collections/ab855230-c6f4-012f-dbe6-3c075448cc4b"
"5a39e290-c6f5-012f-5a89-58d385a7bc34",40363,"Album of photographs showing construction of the cable road on Broadway, New York City, in 1891.","","Langill, C. C. | Gray, William (fl. ca. 1890-1900)","1891",1891,"","","","","Street-railroads | Cable railroads | Railroad construction and maintenance","","Broadway (New York, N.Y.) | New York (State) | New York","","","still image","Albumen prints","b10753250","","MFZ+ (Langill) 82-435","","","","","","NYPG82-B8114","55 photographs : albumen; 15 x 21 to 21 x 26 cm.","","","New York",56,"http://digitalcollections.nypl.org/collections/5a39e290-c6f5-012f-5a89-58d385a7bc34"
"2eda53e0-c6f6-012f-50d4-58d385a7bc34",40377,"Slavery.","","",1857,1857,1997,"","","","","","","","","still image","Photographs","b16104370","","Sc Photo Slavery","","","","","","","","Photomechanical prints | Gelatin silver prints | Engravings","","",4,"http://digitalcollections.nypl.org/collections/2eda53e0-c6f6-012f-50d4-58d385a7bc34"
"65a60fc0-c6f6-012f-f17c-58d385a7bc34",40380,"Tōkaido gojūsan tsugi no uchi","The fifty-three stations of the Tokaido","Hōeidō | Andō, Hiroshige, 1797-1858","1832",1832,"","","","General Note: Title from The James A. Michener Collection, Vol. 1. Essay by Kobayashi Tadashi. Catalogue by Howard A. Link. (Honolulu: Honolulu Academy of Arts, 1991).","Travel | Postal service","","Japan | Tōkaidō (Japan)","","","still image","Prints","","","MEXG","","","","","","","55 woodblock prints, color","Woodcuts","","Japan",55,"http://digitalcollections.nypl.org/collections/65a60fc0-c6f6-012f-f17c-58d385a7bc34"
"b5533200-c6f6-012f-a39f-58d385a7bc34",40385,"Villas on the Hudson : a collection of photo-lithographs of thirty-one country residences.","","Turner, A. A. (Austin Augustus) (ca. 1831-1866)","1860",1860,"","","","Ownership and Custodial History Note: Stuart Collection","Architecture, Domestic","","Hudson River (N.Y. and N.J.) | New York (State)","","","still image","Photolithographs","b13951742","","Stuart 1701","","","","","","7435247","","","D. Appleton and Company","New York",55,"http://digitalcollections.nypl.org/collections/b5533200-c6f6-012f-a39f-58d385a7bc34"
"dae291b0-c6f6-012f-05ac-58d385a7bc34",40387,"Itineraire pittoresque du fleuve Hudson et des parties laterales de l'Amerique du Nord, d'apres les dessins originaux pris sur les lieux. Atlas.","","Milbert, Jacques Gérard (1766-1840)","1828",1828,"","","","","","","Hudson River (N.Y. and N.J.)","","","still image","Lithograph","b12716812","","IRM+++ (Hudson River) Milbert, J. G. Itinéraire pittoresque du fleuve Hudson) Library has: Atlas","","","","","","36021197","","","Henri Gaugain et Cie","Paris",55,"http://digitalcollections.nypl.org/collections/dae291b0-c6f6-012f-05ac-58d385a7bc34"
"1af6b210-c6f7-012f-9576-58d385a7bc34",40391,"[Xanten Bible.]","","","1294",1294,"","","","","","","","","","","","","","Spencer Collection Heb. Ms. 1","","","","","","","","","","",54,"http://digitalcollections.nypl.org/collections/1af6b210-c6f7-012f-9576-58d385a7bc34"
"3e0acbb0-c6f7-012f-80fc-58d385a7bc34",40393,"Albert Sterner : prints and drawings","","Sterner, Albert, 1863-1946",1880,1880,1946,"","","","","","","","","still image","Prints | Drawings | Lithographs","","","","","","","","","","","","","",62,"http://digitalcollections.nypl.org/collections/3e0acbb0-c6f7-012f-80fc-58d385a7bc34"
"6c5355e0-c6f7-012f-f1da-58d385a7bc34",40396,"The mordant dyestuffs of the farbenfabriken vorm. Friedr. Bayer & Co., Elberfeld, and their application to printing and dyeing.","","Farbenfabriken vorm. Friedrich Bayer & Co.","1902",1902,"","","","","Dyeing","","","","","","","b13854100","","3-VLG","","","","","","2609586","27 cm.","","Farbenfabriken vorm. Friedr. Bayer & Co., Elberfeld","New York",52,"http://digitalcollections.nypl.org/collections/6c5355e0-c6f7-012f-f1da-58d385a7bc34"
