"UUID","Database ID","Title","Alternative Title","Contributor","Date","Date Start","Date End","Language","Description","Note","Subject Topical","Subject Name","Subject Geographic","Subject Temporal","Subject Title","Resource Type","Genre","Identifier BNumber","Identifier Accession Number","Identifier Call Number","Identifier ISBN","Identifier ISSN","Identifier Interview ID","Identifier Postcard ID","Identifier LCCN","Identifier OCLC/RLIN","Physical Description Extent","Physical Description Form","Publisher","Place Of Publication","Number of Items","Digital Collections URL"
"e34bd710-bab9-0132-b136-58d385a7b928",41856,"The doctrine and discipline of divorce: restor'd to the good of both sexes, from the bondage of canon law, and other mistakes, to Christian freedom, guided by the rule of charity. Wherein also many places of Scripture, have recover'd their long-lost meaning. Seasonable to be now thought on in the Reformation intended","","Milton, John, 1608-1674","1643",1643,"","English","","","Divorce | Marriage law","","","","","text","","","","Berg Collection Milton","","","","","","","1 p. l., 48 p., 1 l. 19 cm.","","Printed by T.P. and M.S.","London",1,"http://digitalcollections.nypl.org/collections/e34bd710-bab9-0132-b136-58d385a7b928"
"18640050-badd-0132-172e-58d385a7b928",41861,"Ellen: or, Whisperings of an old pine","Whisperings of an old pine","Battell, Joseph, 1839-1915",1903,1903,1908,"English","","Statement of Responsibility Note: by Joseph Battell.","","","","","","text","Books","b13725788","","OAZ (Battell, J. Ellen. 1903)","","","","","","6276849","2 v. fronts., illus., plates, diagrs. 24 cm.","","American Publishing Company","Middlebury, Vt",2,"http://digitalcollections.nypl.org/collections/18640050-badd-0132-172e-58d385a7b928"
"c59ab3a0-bc60-0132-4f78-58d385a7b928",41864,"The Cuba review and bulletin","Cuba review & bulletin","Munson Steamship Line",1903,1903,1930,"English","","Date/Sequential Designation Note: Monthly","","","Cuba","","","text | still image","Periodicals","b14943257","","HOB (Cuba bulletin)","","","","","","8877293","v. : ill. ; 24 cm.","","Munson Steamship Line","New York, N.Y",1,"http://digitalcollections.nypl.org/collections/c59ab3a0-bc60-0132-4f78-58d385a7b928"
"120d5700-bc71-0132-ca35-58d385a7bbd0",41865,"Bonfanti, Maria, 1847-1921 Photographic albums","","Bonfanti, Maria, 1847-1921",1860,1860,1914,"","The albums contain photographs, carte-da-visite photographs, and postcards, and include portraits and publicity photographs of the ballerina as well as numerous photographs of members of her family and of her husband George Hoffman, an American businessman. Also included are postcard views and photographs of Milan and other Italian cities.","Bibliography, etc. Note: Bonfanti, an Italian ballerina, came to the United States in 1866.","Dancers","Bonfanti, Maria, 1847-1921","","19th century","","still image","Scrapbooks | Photographs","b12172443","","*MGZEB 86-58","","","","","","NYPY926052109-F","2 v. ; 31 cm.","Photograph albums","","",1,"http://digitalcollections.nypl.org/collections/120d5700-bc71-0132-ca35-58d385a7bbd0"
"7bed36b0-be9b-0132-3be6-58d385a7b928",41866,"Paradise lost: A poem written in ten books","","Milton, John, 1608-1674","1667",1667,"","","","","","","","","","still image","","","","Berg Coll Milton","","","","","","","19 cm.","","Printed, and are to be sold by Peter Parker under Creed Church neer Aldgate; and by Robert Boulter at the Turks Head in Bishopsgate-street; and Matthias Walker, under St. Dunstons Church in Fleet-street","London",1,"http://digitalcollections.nypl.org/collections/7bed36b0-be9b-0132-3be6-58d385a7b928"
"ecf40670-bf8a-0132-9aed-58d385a7b928",41868,"John Gadsby Chapman: prints","","Chapman, J. G. (John Gadsby), 1808-1889","","","","","","","","","","","","","Prints","","","MEYK","","","","","","","","","","",2,"http://digitalcollections.nypl.org/collections/ecf40670-bf8a-0132-9aed-58d385a7b928"
"e1622510-caa2-0132-7b20-58d385a7b928",41882,"Philip Mazzei papers","","Mazzei, Filippo, 1730-1816 | Harrison, Benjamin, ca. 1726-1791 | Jefferson, Thomas, 1743-1826 | Page, John, 1744-1808",1775,1775,1785,"English | French","Filippo Mazzei (1730-1816), also known as Philip Mazzei, was an Italian physician, merchant, and agriculturist who served as state agent for Virginia in Europe during the American Revolution, from 1779 to 1782. The Philip Mazzei papers, dated 1775-1785, consist of letters and writings by Mazzei pertaining to his service as state agent for Virginia in Europe, 1779-1783, and letters to his friend and business associate John Page of Rosewell, Virginia, 1775-1785. Letters sent by Mazzei to Virginia governors Thomas Jefferson, 1779-1781, and Benjamin Harrison, 1782, along with two related narratives, describe his attempts to obtain aid for Virginia in the form of loans and supplies and to generally serve the American cause, as seen in his accounts of his social and business engagements and efforts to gather useful intelligence. Related writings consist of Mazzei’s narrative of his capture and imprisonment by the British in 1779, and a comprehensive summary of his work and correspondence in Europe, particularly in France and Italy, from 1779 until his return to Virginia in 1783. Letters to John Page concern Mazzei’s experience with viticulture in Virginia, difficulties with his work in Europe, and personal matters.","Funding Information Note: Digitization was made possible by a lead gift from The Polonsky Foundation.","Politics and government | Foreign relations | History | Foreign public opinion | Personal narratives | Prisoners and prisons | Viticulture","Mazzei, Filippo, 1730-1816","Europe | France | Italy | United States | Virginia","1775-1783 | 18th century | Revolution, 1775-1783","","text","Correspondence | Documents | Manuscripts","b12396684","","MssCol 1927","","","","","","",".21 linear feet 1 volume","","","",26,"http://digitalcollections.nypl.org/collections/e1622510-caa2-0132-7b20-58d385a7b928"
"4345b0f0-cb2b-0132-27cb-58d385a7b928",41884,"Richard Henry Lee letters","","Lee, Charles, 1758-1815 | Lee, William, 1739-1795 | Page, John, 1744-1808 | Lee, Richard Henry, 1732-1794 | Deane, Silas, 1737-1789 | Lee family",1771,1771,1793,"English","Richard Henry Lee (1732-1794), American statesman, was a signer of the Declaration of Independence and the Articles of Confederation. He represented Virginia in the Continental Congress and later in the United States Senate. The Richard Henry Lee letters, dated 1773-1793, are written mainly to family members, including his brother William Lee, and chiefly concern mercantile affairs, family matters and political or military news of the day. A letter to kinsman Charles Lee, August 31, 1779, discusses international alliances and mentions his brother Arthur Lee's interest in bringing a libel suit against Silas Deane for his published Address of December 5, 1778. Letters to other correspondents include a 1778 letter to Virginia statesman John Page, discussing British and American military movements and France's entry in the war, and a 1781 letter to an unidentified recipient suggesting means to secure a loan from Holland to help defray Virginia's war costs. Also present are Richard Henry Lee's letter of March 26, 1787 declining the position of delegate at the Constitutional Convention, and his resignation from the United States Senate, October 8, 1792, both letters citing poor health.","Funding Information Note: Digitization was made possible by a lead gift from the Polonsky Foundation.","Merchants | History | Politics and government","Deane, Silas, 1737-1789 | Lee, Richard Henry, 1732-1794 | Lee family","Virginia | United States","18th century | Revolution, 1775-1783 | 1775-1783","","text","correspondence","b19984005","","MssCol 4522","","","","","","",".1 linear feet 1 folder","","","",17,"http://digitalcollections.nypl.org/collections/4345b0f0-cb2b-0132-27cb-58d385a7b928"
"436f0bf0-cf39-0132-e8ee-58d385a7b928",41886,"Opera philosophica et mineralia","Opera philosophica et mineralia","Swedenborg, Emanuel, 1688-1772","1734",1734,"","Latin","","","","","","","","still image | text","","b13757737","","PWF+ (Parsons) (Swedenborg, E. Opera philosophica et mineralia)","","","","","","39613998","3 v. in 2. fol.","","F. Hekelius","Dresdæ",1,"http://digitalcollections.nypl.org/collections/436f0bf0-cf39-0132-e8ee-58d385a7b928"
"96a3f7b0-d01a-0132-bb27-58d385a7b928",41888,"Boston Committee of Correspondence records","","Boston Committee of Correspondence | Adams, Samuel, 1722-1803 | Church, Benjamin, 1734-1778 | Cooper, William, 1720-1809 | Otis, James, 1725-1783 | Quincy, Josiah, 1744-1775 | Warren, Joseph, 1741-1775 | Young, Thomas, 1732-1777",1772,1772,1784,"English","The Boston Committee of Correspondence was formed at the Boston Town Meeting of November 2, 1772 in response to the British government’s decision to pay the governor and Superior Court judges of Massachusetts with Crown stipends, thereby making them dependent on the Crown rather than the people in assembly. With the participation of Samuel Adams and others, the Committee prepared statements of the colonists’ rights and the violation of those rights by Great Britain, and sent them to other Massachusetts towns in pamphlet form, asking for their support and advice. In response to what became known as the Boston Pamphlet, similar committees formed in towns across Massachusetts and in other American colonies, helping to create a network of colonial communication ultimately leading to independence from Great Britain. The Boston Committee of Correspondence records, dated 1772-1784, document the Committee’s initiatives in colonial political action in Massachusetts, from the writing of the Boston Pamphlet in November 1772 through the early months of war with Great Britain in 1775, as well as the Committee's contact with other colonies. The records also document its continued work as the Committee of Correspondence, Inspection and Safety, 1777-1784, largely concerned with investigating suspected enemies of the American cause.","Funding Information Note: Digitization was made possible by a lead gift from The Polonsky Foundation.","History | Politics and government | Causes | Committees of correspondence | American loyalists","","Massachusetts | United States","Colonial period, ca. 1600-1775 | Revolution, 1775-1783 | 1775-1783 | To 1775","","text","Documents | minute books","b14421947","","MssCol 343","","","","","","","2.4 linear feet 8 boxes, 1 oversized folder","","","",258,"http://digitalcollections.nypl.org/collections/96a3f7b0-d01a-0132-bb27-58d385a7b928"
"c480ee40-d4be-0132-8339-58d385a7b928",41891,"Silas Deane letters","","Deane, Silas, 1737-1789 | Cushing, Thomas, 1725-1788 | Mumford, Thomas, 1728-1799 | Webb, Samuel Blachley, 1753-1807 | Webb, Sarah",1767,1767,1785,"English","Silas Deane (1737-1789) was an American lawyer and merchant, member of the Continental Congress from Connecticut, 1774-1776, and Congressional agent and diplomat in France, 1776-1778. Recalled in 1778 under controversial circumstances, Deane returned to Europe in 1780 as a private citizen and died in 1789 en route to America. Silas Deane letters, dated 1767-1785, are addressed to his stepchildren Sarah (Sally) Webb and Samuel Blachley Webb, and friends Thomas Mumford and Thomas Cushing, New England merchants and politicians. Letters to Sally in Boston, 1767-1769, mention her mother's illness and offer advice for Sally's education and self-improvement. His 1778 letter to Thomas Cushing in Boston asks him to assist Sally, now the widow of John Simpson, a Loyalist. Letters written at Philadelphia to Thomas Mumford in Connecticut, 1774-1775, tell of Congressional business and colonial disputes, his participation in the Secret Committee to obtain support from Europe, and the need to develop an American naval force. Deane's letter of July 16, 1785 at London to Samuel Blachley Webb gives a careful study of American commercial prospects and Great Britain's rising manufacturing economy. A letter dated March 7, 1779 addressing ""my Dear Col[onel],"" and referring to an exchange, may be addressed to Samuel Blachley Webb, at that time an American army colonel and prisoner of war.","Funding Information Note: Digitization was made possible by a lead gift from The Polonsky Foundation.","Commerce | Social life and customs | History | Politics and government","Deane, Silas, 1737-1789","Great Britain | United States | New England","to 1775 | Revolution, 1775-1783 | 1775-1783","","text","Correspondence","b19840587","","MssCol 4310","","","","","","",".1 linear feet 1 folder","","","",11,"http://digitalcollections.nypl.org/collections/c480ee40-d4be-0132-8339-58d385a7b928"
"f5f343a0-d4be-0132-abae-58d385a7b928",41892,"Henry Knox papers","","Knox, Henry, 1750-1806 | Jackson, Henry, 1747-1809 | Jefferson, Thomas, 1743-1826 | Pickering, Timothy, 1745-1829 | United States. War Department",1779,1779,1800,"English","Henry Knox (1750-1806), United States Army general, was chief artillery officer of the Continental Army during the Revolutionary War, and first United States Secretary of War from 1789 to 1794. The Henry Knox papers consist of letters sent by Knox to military officers and government officials on various matters, as well as a few personal letters and miscellaneous military documents. The bulk of the letters are written in his capacity as Secretary of War, mainly to state governors and U.S. Commissioners of Loans in several states. These concern strengthening frontier defense, pension payments to invalid soldiers, and instructions on naval matters such as the repatriation of prizes seized by proscribed privateers and maintaining the embargo of 1794. Letters written during the Revolutionary War, chiefly to Army Quartermaster General Timothy Pickering, concern requests for ordnance, horses and drivers, and payroll matters. Personal letters to General Henry Jackson and M.M. Hays pertain to Knox's land purchases and related debt. A letter to U.S. Vice President Thomas Jefferson dated March 9, 1800 introduces Mr. Pope, inventor of improvements to a horizontal wind mill, and expresses disappointment with the path of his son Henry's naval career. Documents signed by Knox consist of a certificate of debt settlement and military discharge, and a warrant to survey land for a soldier's military bounty.","Source of Acquisition Note: Donated by John S. Kennedy, 1896, as part of the Emmet collection, and J. Pierpont Morgan, 1899, as part of the Ford collection, and purchase, 1941","Military pensions | History","Knox, Henry, 1750-1806 | United States. War Department","United States","Revolution, 1775-1783 | 1783-1815","","text","Correspondence | Documents | Autographs","b19975277","","MssCol 1661","","","","","","",".1 linear feet 1 folder","","","",32,"http://digitalcollections.nypl.org/collections/f5f343a0-d4be-0132-abae-58d385a7b928"
"2b332a20-e136-0132-f347-58d385a7bbd0",41918,"German master prints","","","","","","","","","","","","","","still image","Prints","","","","","","","","","","","","","",283,"http://digitalcollections.nypl.org/collections/2b332a20-e136-0132-f347-58d385a7bbd0"
"13d90ed0-e2c6-0132-ff9f-58d385a7b928",41923,"Alexander Hamilton papers","","Hamilton, Alexander, 1757-1804 | Hamilton, Elizabeth Schuyler, 1757-1854 | Huntington, Jedediah, 1743-1818 | Jay, John, 1745-1829 | Washington, George, 1732-1799 | United States. Dept. of the Treasury. Office of the Secretary",1775,1775,1804,"English","Alexander Hamilton (1754-1804) was a Founding Father, soldier, lawyer and statesman. He served as the first United States Secretary of the Treasury from 1789 to 1795. The Alexander Hamilton papers, dated 1775-1804, primarily consist of letters and documents either written or signed by Alexander Hamilton, and pertain to his career as a soldier, lawyer, statesman and United States Secretary of the Treasury. Autograph letters, drafts and copies of letters sent by Hamilton concern his Revolutionary War service, chiefly as an aide-de-camp to General George Washington; his legal practice in New York; and financial and political matters. Notable items include Hamilton’s letters to President Washington, dated 1796, concerning the writing of Washington’s Farewell Address to the nation, with a draft of the Address written by Hamilton for Washington’s consideration. Documents include his 1782 appointment as Receiver of Continental Taxes in New York, legal documents relating to his law practice and personal estate, and legal notes and other items in his hand. Treasury Department letters are chiefly manuscript or printed circular letters which are not in Hamilton’s handwriting but bear his autograph signature.","Funding Information Note: Digitization was made possible by a lead gift from The Polonsky Foundation.","Customs administration | Finance, Public | History | Politics and government","Hamilton, Alexander, 1757-1804 | United States. Dept. of the Treasury. Office of the Secretary","United States","Revolution, 1775-1783 | 1789-1815","Washington, George, 1732-1799. Farewell address","text","Correspondence | legal documents","b12361313","","MssCol 1297","","","","","","",".25 linear feet 1 box","","","",40,"http://digitalcollections.nypl.org/collections/13d90ed0-e2c6-0132-ff9f-58d385a7b928"
"30920be0-e6dc-0132-ee49-58d385a7b928",41932,"Joseph Hawley papers","","Hawley, Joseph, 1723-1788 | Bollan, William, d. 1776 | Clarke, Joseph O., 1749-1850 | Cushing, Thomas, 1725-1788 | Hawley, Elisha, 1726-1755 | Schuyler, Philip John, 1733-1804 | Strong, Caleb, 1745-1819 | Trowbridge, Edmund, 1709-1793 | Hawley family | Stoddard family | Williams family | Massachusetts. Constitutional Convention (1779-1780)",1653,1653,1804,"English","Joseph Hawley (1723-1788) of Northampton, Massachusetts, a lawyer, legislator and militia officer, was one of the foremost political leaders of the American revolutionary movement in Massachusetts. The Joseph Hawley papers, dating 1653 to 1804, comprise letters to and from Joseph Hawley and letters and documents relating to him or to his family dealing with public and private affairs, especially the colonial wars and the American Revolution, including papers of the Northampton Committee of Correspondence, 1653-1804 and undated; Joseph Hawley’s writings on religious, legal and political topics, circa 1740s-1783; and sermon notes 1724-1750 and undated, the earlier notes probably taken by Joseph Hawley's father, and by Joseph Hawley, including his own bible commentaries. Also present are Hawley's brief legal notes on a dispute between a Mr. French and Joseph Allen of Deerfield, [1750], and two undated texts in Latin, possibly from Hawley's student days.","Funding Information Note: Digitization was made possible by a lead gift from The Polonsky Foundation.","Congregational churches | Clergy | Crown Point Expedition, N.Y., 1755 | Sermons, American | History | Politics and government | Religion | Personal narratives | Committees of correspondence | Prisoners and prisons","Hawley family | Stoddard family | Williams family | Massachusetts. Constitutional Convention (1779-1780)","Berkshire County (Mass.) | Connecticut River Valley | Hampshire County (Mass.) | Massachusetts | Northampton (Mass.) | United States","18th century | Colonial period, ca. 1600-1775 | 1775-1783 | To 1775 | French and Indian War, 1754-1763 | King George's War, 1744-1748 | Revolution, 1775-1783","Great Britain. Stamp Act (1765)","text","Manuscripts | cadastral maps | diaries | military commissions | military records | Documents | Correspondence","b19428401","","MssCol 1360","","","","","","",".6 linear feet (2 boxes, 1 oversized folder)","","","",40,"http://digitalcollections.nypl.org/collections/30920be0-e6dc-0132-ee49-58d385a7b928"
"ab5b5760-ecf4-0132-cd8c-58d385a7b928",41944,"Emigrant Savings Bank records","","Emigrant Industrial Savings Bank | Irish Emigrant Society | Emigrant Savings Bank",1841,1841,1945,"English","The Emigrant Savings Bank was established in New York City in 1850 by the Irish Emigrant Society which was founded in 1841 for the protection of immigrants from Ireland. The bank offered a safe place to keep the immigrants' money and a way to send money home to destitute relatives. The society's officers also served as officers of the bank, and the society sent remittances overseas through the agency of the bank. The official business of the society, still extant although inactive, is conducted by the bank. Collection consists of selected records of the Emigrant Savings Bank, particularly records pertaining to the Irish Emigrant Society and data about the bank's depositors and borrowers. Irish Emigrant Society records, 1841-1933, include minutes of the board of trustees and finance committee, and an account ledger. Bank records contain information about deposit accounts, real estate, buildings, and investments. Society and bank records document the social history of Irish immigrants on either side of the Atlantic, with occasional references to German and French immigrants. Deposit accounts often contain detailed personal and genealogical information about individual depositors.","","Banks and banking | Immigrants | Irish | Irish-Americans | Societies, etc | Real estate investment | Emigration and immigration | Social conditions","Irish Emigrant Society | Emigrant Industrial Savings Bank | Emigrant Savings Bank","New York (State) | New York (N.Y.) | United States | Ireland","","","text","minutes | Documents | records","b12351335","","*R-USLHG *ZI-815 [Microfilm]","","","","","","","16.2 linear feet (2 boxes, 58 v.); 59 microfilm reels","","","",16,"http://digitalcollections.nypl.org/collections/ab5b5760-ecf4-0132-cd8c-58d385a7b928"
"95d450f0-f5a5-0132-3fee-58d385a7b928",41957,"Little brother & little sister and other tales","","Grimm, Jacob, 1785-1863 | Grimm, Wilhelm, 1786-1859 | Rackham, Arthur, 1867-1939","1917",1917,"","English","","Citation/References Note: Latimore & Haskell. Arthur Rackham, p. 46-47","Fairy tales","","","","","text | still image","","b17963746","","J 398 G","","","","","","6652112 ","xi, 250 p. : ill. (some col.) ; 29 cm.","","Constable","London",1,"http://digitalcollections.nypl.org/collections/95d450f0-f5a5-0132-3fee-58d385a7b928"
"7918d1c0-f5ad-0132-694e-58d385a7b928",41958,"Noah Webster papers","","Webster, Noah, 1758-1843 | Jay, John, 1745-1829 | King, Rufus, 1755-1827 | Pickering, Timothy, 1745-1829 | Rush, Benjamin, 1746-1813 | Webster, Rebecca Greenleaf, 1760-1842 | Webster, Noah, 1758-1843. American dictionary of the English language | Greenleaf family | Webster family",1764,1764,1843,"English","The Noah Webster papers consist of correspondence, writings by Webster on various topics, diaries, and miscellaneous papers. Correspondence, 1776-1843, and diaries, 1784-1820, relate to his career as lawyer, educator, editor of newspapers, Federalist agitator, lexicographer, and etymologist. Included are his writings on banking, the history of political parties, federalism, and suffrage. Also, papers concerning his American Dictionary of the English Language, Amherst College, epidemics, etymology, legislation in Connecticut, amendments to the U.S. Constitution, and other matters.","Funding Information Note: Digitization was made possible by a lead gift from The Polonsky Foundation","Banks and banking | Constitutional amendments | English language | Etymology | Lexicography | Epidemics | Federal government | Political parties | History | Suffrage | Politics and government","Webster, Noah, 1758-1843 | Webster, Noah, 1758-1843. American dictionary of the English language | Greenleaf family | Webster family","United States | Connecticut","1775-1865 | 1783-1809","","text","correspondence | diaries | commonplace books | notes | writings | Documents | Manuscripts | Clippings | Autographs","b11996388","","MssCol 3258","","","","","","","6.2 linear feet 8 boxes, 15 volumes, 1 oversized folder","","","",67,"http://digitalcollections.nypl.org/collections/7918d1c0-f5ad-0132-694e-58d385a7b928"
