"UUID","Database ID","Title","Alternative Title","Contributor","Date","Date Start","Date End","Language","Description","Note","Subject Topical","Subject Name","Subject Geographic","Subject Temporal","Subject Title","Resource Type","Genre","Identifier BNumber","Identifier Accession Number","Identifier Call Number","Identifier ISBN","Identifier ISSN","Identifier Interview ID","Identifier Postcard ID","Identifier LCCN","Identifier OCLC/RLIN","Physical Description Extent","Physical Description Form","Publisher","Place Of Publication","Number of Items","Digital Collections URL"
"3d2301f0-c60b-012f-bb15-58d385a7bc34",28718,"Four bacchanales","","Fragonard, Jean-Honoré, 1732-1806","1763",1763,"","","","Statement of Responsibility Note: by Jean-Honoré Fragonard.","","","","","","still image","Etchings","","","","","","","","","","","","","",4,"http://digitalcollections.nypl.org/collections/3d2301f0-c60b-012f-bb15-58d385a7bc34"
"7db3b2b0-c60b-012f-c11f-58d385a7bc34",28743,"Dendérah : description générale du grand temple de cette ville","","Mariette, Auguste (1821-1881) | Temple of Hathor (Dandara, Egypt)",1870,1870,1880,"","","Statement of Responsibility Note: par Auguste Mariette-bey. Ouvrage publié sous les auspices de S.A. Ismail-pacha, khédive d'Égypte.","","Temple of Hathor (Dandara, Egypt)","","","","still image","Books | Prints","b16461786","","*OBH+++ (Mariette. Denderah)","","","","","","10024980","","Lithographs","A. Franck [and F. Vieweg]","Paris",355,"http://digitalcollections.nypl.org/collections/7db3b2b0-c60b-012f-c11f-58d385a7bc34"
"83078250-c60b-012f-b888-58d385a7bc34",28746,"Voice of the press on the New York Arcade Railway, 115 Broadway. 1886.","","","1886",1886,"","","","Ownership and Custodial History Note: Parsons Collection","Subways","","New York (State) | New York","","","still image","Wood engravings","","","VDCP p.v. 54","","","","","","","20 x 28 cm.","","","[New York]",5,"http://digitalcollections.nypl.org/collections/83078250-c60b-012f-b888-58d385a7bc34"
"8d08f9f0-c60b-012f-0c69-58d385a7bc34",28752,"Samuel Putnam Avery Collection","","Avery, Samuel Putnam, 1822-1904","","","","","","","","","","","","still image","Prints","","","","","","","","","","","","","",3252,"http://digitalcollections.nypl.org/collections/8d08f9f0-c60b-012f-0c69-58d385a7bc34"
"9f675530-c60b-012f-adb7-58d385a7bc34",28762,"Tobacco, its history illustrated by the books, manuscripts, and engravings in the library of George Arents, Jr. : together with an introductory essay, a glossary and bibliographic notes","","Brooks, Jerome E. (Jerome Edmund) | Arents Tobacco Collection | Arents, George, 1875-1960",1937,1937,1952,"English","","Statement of Responsibility Note: by Jerome E. Brooks.","Tobacco | History | Tobacco industry | Library | Private libraries","Arents Tobacco Collection | Arents, George, 1875-1960","United States","","","text","Catalogs | Books","b13844678","","*KF+ 1937 (Arents, G. Tobacco)","","","","","","","5 v. : ill. (some col.), maps, ports., facsims. ; 35 cm.","","Rosenbach Co.","New York",2,"http://digitalcollections.nypl.org/collections/9f675530-c60b-012f-adb7-58d385a7bc34"
"f008fd40-c60b-012f-ad5f-58d385a7bc34",28763,"Voyage en Perse de mm. Eugène Flandin, peintre, et Pascal Coste, architecte, entrepris par ordre de m. le ministre des affaires étrangères, d'après les instructions dressées par l'Institut. Publié sous les auspices de m. le ministre de l'intérieur.","","Flandin, Eugène (1809-1876) | Coste, Pascal (1787-1879)",1851,1851,1854,"","","General Note: Relations du voyage, par m. Eugène Flandin. 2 v. -- Perse ancienne: Texte, par Eugène Flandin. 1 v. -- Perse ancienne. Planches, par Eugène Flandin et Pascal Coste. 4 v. -- Perse moderne. Planches, par Eugène Flandin. 1 v.","Antiquities","","Iran","","","still image","Prints","b12482496","","*ON (Flandin, E. Voyage en Perse) (Locked cage); *ON+++ (Flandin, E. Voyage' en Perse)","","","","","","6869074","8 v. fold. map. 26 cm. and atlas (6 v.) 344 pl. (part col., part fold.) double map. 62 x 45 cm.","Etchings","Gide et J. Baudry","Paris",346,"http://digitalcollections.nypl.org/collections/f008fd40-c60b-012f-ad5f-58d385a7bc34"
"812e5770-c60c-012f-7167-58d385a7bc34",28764,"Changing New York","","Abbott, Berenice (1898-1991) | Federal Art Project (New York, N.Y.)","1935-1939, printed 1935-ca. 1990",1935,"","","","Statement of Responsibility Note: Berenice Abbott.","","","New York (N.Y.)","","","still image","Photographs","b13668355","","MFZ (Abbott) 96-4294","","","","","","NYPG97-F83","","Gelatin silver prints","","",344,"http://digitalcollections.nypl.org/collections/812e5770-c60c-012f-7167-58d385a7bc34"
"adb54360-c60d-012f-bcfa-58d385a7bc34",28780,"Zoology of New York; or, The New York fauna  [Series: Natural history of New York]","","De Kay, James E. (James Ellsworth) (1792-1851)",1842,1842,1844,"","","General Note: (Pt. 1 has no title-page and is preceded by the general introduction to the Natural history of N.Y.)","","","","","","still image","Prints","b14505696","","Stuart 1003, 1021-1024","","","","","","43627502","5 pts. in 4 v.  1 v. of plates [5 vols.]","","","Albany",336,"http://digitalcollections.nypl.org/collections/adb54360-c60d-012f-bcfa-58d385a7bc34"
"b8a4e270-c60d-012f-ddb9-58d385a7bc34",28786,"Series of advertising cards issued by Arbuckle Bros. Coffee Company, each consisting of a map of a country of the world with related illustrations.","","Arbuckle Bros.","1889",1889,"","","","General Note: Title supplied by cataloger.","Advertising | Coffee","","","","","","","b15994713","","Map Div. 04-5171","","","","","","","50 maps on 50 cards : col. ; cards 8 x 13 cm.","","Arbuckle Bros. Coffee Co.","New York City",5,"http://digitalcollections.nypl.org/collections/b8a4e270-c60d-012f-ddb9-58d385a7bc34"
"c0574db0-c60d-012f-3b2c-58d385a7bc34",28790,"Brush and pencil; an illustrated magazine of the arts of today","","Browne, Charles Francis | Morton, Frederick W. (Frederick William), b. 1859?",1897,1897,1907,"English","","Biographical or Historical Data Note: Subtitle varies slightly.","Art--Periodicals | Decorative arts--Periodicals","","","","","text | still image","Periodicals | Illustrated periodicals","b10631508","","3-MAA (Brush and pencil)","","","","","","NYPG804208468-S","19 v. illus. 25-27 cm.","Periodical illustrations","","Chicago",1,"http://digitalcollections.nypl.org/collections/c0574db0-c60d-012f-3b2c-58d385a7bc34"
"282137f0-c610-012f-cf2a-58d385a7bc34",28809,"Photographs of the Catskill water supply system in process of construction.","","New York (N.Y.). Water Supply Board","1906-1917, assembled 1918?",1906,"","","","General Note: A collection of separate photographs accompanied by a typewritten, classified list of titles.","Water supply","","New York (State) | New York","","","still image","","b13814376","","VDLA++ (New York City. Water Supply Board. [Photographs of the Catskill water supply system])","","","","","","39848967","2 v. plates. 4to.","","","New York",310,"http://digitalcollections.nypl.org/collections/282137f0-c610-012f-cf2a-58d385a7bc34"
"9bb63580-c610-012f-9e03-58d385a7bc34",28811,"Rhetorica","","Porée, Charles (1675-1741)","1715",1715,"","","","Statement of Responsibility Note: data a Carolo Poreo Societ. Jesu anno Domini millesimo septingentesimo decimo quinto, 1715.","","","","","","text","","b14789925","","*KGV (Voltaire) 02-76","","","","","","","1 v. (169, 63, [2], [4], [2] p., [3] leaves of plates) : ill. ; 24 cm.","","","",306,"http://digitalcollections.nypl.org/collections/9bb63580-c610-012f-9e03-58d385a7bc34"
"26818d00-c611-012f-a212-58d385a7bc34",28814,"""The Pageant of America"" Collection","","",1860,1860,1920,"","","","","","","","","still image","Photographs","","","","","","","","","","Approx. 8,000 photographs","","","",6,"http://digitalcollections.nypl.org/collections/26818d00-c611-012f-a212-58d385a7bc34"
"8b22d010-c611-012f-8854-58d385a7bc34",28815,"The World's loose leaf album of apartment houses,...","","","1910",1910,"","","","General Note: Remainder of title: containing views and ground plans of the principal high class apartment houses in New York City, together with a map showing the situation of these houses, transportation facilities, etc.","Apartment houses | Dwellings","","New York (State) | New York","","","still image","","b11389518","","(S) IRH+ 81-447","","","","","","NYPG81-B9029","1 v. (various pagings) illus. 29 x 34 cm.","","N.Y. World","[New York]",304,"http://digitalcollections.nypl.org/collections/8b22d010-c611-012f-8854-58d385a7bc34"
"077c29f0-c612-012f-f4fa-58d385a7bc34",28817,"Apartment houses of the metropolis.","","","1908",1908,"","","","","Apartment houses","","New York (State) | New York","","","","","b12647274","","(S) IRH+  (Apartment houses of the metropolis)","","","","","","","298, ii p. : ill., plans ; 35 cm.","","G.C. Hesselgren Pub. Co","New York",301,"http://digitalcollections.nypl.org/collections/077c29f0-c612-012f-f4fa-58d385a7bc34"
"28d304b0-c612-012f-cd39-58d385a7bc34",28818,"Photographs of British algae: cyanotype impressions","","Herschel, John F. W. (John Frederick William), Sir (1792-1871)",1843,1843,1853,"","","General Note: Author's presentation copy, inscribed to Sir John F.W. Herschel (inventor of the cyanotype process), Oct. 1843.","","","","","","still image","Cyanotypes","b11861683","","Spencer Coll. Eng. 1843 93-440","","","","","","NYPG93-B73161","231 photographs and 2 manuscripts and 1 portfolio","","","Halstead Place, Sevenoaks",285,"http://digitalcollections.nypl.org/collections/28d304b0-c612-012f-cd39-58d385a7bc34"
"8031e230-c612-012f-3daf-58d385a7bc34",28819,"Farm Security Administration Collection.","","United States. Farm Security Administration","","","","","","General Note: Photographs and Prints Division, The Schomburg Center for Research in Black Culture.","African Americans","","","","","","Photographs","","","","","","","","","","","","","",219,"http://digitalcollections.nypl.org/collections/8031e230-c612-012f-3daf-58d385a7bc34"
"0256c380-c614-012f-0c65-58d385a7bc34",28826,"United States Sanitary Commission records","","United States Sanitary Commission",1861,1861,1872,"","","","","","","","","mixed material","Archival materials | Documents","b11660964","","MssCol 3101","","","","","","NYPW92-A287","","","","",254,"http://digitalcollections.nypl.org/collections/0256c380-c614-012f-0c65-58d385a7bc34"
"7abeb350-c614-012f-2253-58d385a7bc34",28828,"Catalogue 'G,' Illustrating the Plumbing and Sanitary Department   of the J.L. Mott Iron Works.","Catalogue 'G,' Illustrating the Plumbing and Sanitary Department of the J.L. Mott Iron Works.","J. L. Mott Iron Works","1888",1888,"","","","","Plumbing | Equipment and supplies | Catalogs","","","","","still image","Wood engravings | Catalogs","b15260162","","3-VEW ( Mott, J.L., Iron Works. Catalogue 'G' )","","","","","","48176431","","","J. L. Mott Iron Works","New York",262,"http://digitalcollections.nypl.org/collections/7abeb350-c614-012f-2253-58d385a7bc34"
"b44b5a10-c615-012f-3585-58d385a7bc34",28833,"The Holy Land, Syria, Idumea, Arabia, Egypt and Nubia. From drawings made on the spot by David Roberts ... With historical descriptions by the Revd. George Croly ... Lithographed by Louis Haghe.","","Croly, George (1780-1860) | Brockedon, William (1787-1854)",1842,1842,1849,"","","General Note: [v.4-6] have t.-p. "" Egypt and Nubia . . . With historical descriptions by William Brockedon . . . [see CATALOG record.]","","","Middle East","","","still image","Prints","b13861614","","*PWC+++ (Croly, G. Holy Land, Syria, Idumea, Arabia, Egypt and Nubia)","","","","","","40100595","","Lithographs","F.G. Moon,","London,",252,"http://digitalcollections.nypl.org/collections/b44b5a10-c615-012f-3585-58d385a7bc34"
"3bac87f0-c616-012f-383b-58d385a7bc34",28841,"Billy Rose Theatre Collection scripts","","","","","","English","","","","","","","","text","Typescripts","","","","","","","","","","","","","",26,"http://digitalcollections.nypl.org/collections/3bac87f0-c616-012f-383b-58d385a7bc34"
"6a37c060-c616-012f-dbb0-58d385a7bc34",28845,"Progressive architecture","Progressive architecture","Whitehead, Russell F. (Russell Fenimore), 1884-1954 | Clute, Eugene",1920,1920,1995,"English","","Source of Acquisition Note: Gift of the DeWitt Wallace Endowment Fund, named in honor of the founder of Reader's Digest.","Architecture","","","","","","Periodicals","b11443209","","MQA (Progressive architecture)","","","","","","NYPG91-S4282","76 v. ill. (incl. ports.), plates (part col.) plans, diagrs. 30 cm.","","[Reinhold Pub. Corp., etc.]","[New York]",4,"http://digitalcollections.nypl.org/collections/6a37c060-c616-012f-dbb0-58d385a7bc34"
"8cd3b7f0-c616-012f-133b-58d385a7bc34",28857,"Robert Morris papers, 1751-1802","","Morris, Robert, 1734-1806",1751,1751,1802,"","Robert Morris (1734-1806) was an American financier and statesman. A Philadelphia merchant, he became the first Finance Minister of the U.S. and helped to finance the American Revolution through his business activities. He signed the Declaration of Independence and the Articles of Confederation and was one of the framers of the U.S. Constitution. Collection consists of correspondence, financial and legal papers, and auction catalogs of collections pertaining to Morris. Correspondence relates primarily to business affairs of Morris, and also his Revolutionary War activities, his service as Finance Minister, and personal matters. Financial and legal papers include receipts, accounts, stock certificate and land records. Auction catalogs list Morris collections from which the documents in this collection might have been bought.","","","","","","","","Documents | Correspondence | Auction catalogs","b11974876","","MssCol 2066","","","","","","","","","","",2,"http://digitalcollections.nypl.org/collections/8cd3b7f0-c616-012f-133b-58d385a7bc34"
"af090f70-c616-012f-766f-58d385a7bc34",28869,"California gardens","","Dobyns, Winifred Starr, 1886-1963 | Hunt, Myron, 1868-1952","1931",1931,"","English","","General Note: Full name: Mrs. Winifred Ursula Starr Dobyns","Gardens | Landscape architecture","","California","","","still image | text","Books","b14891416","","MSK (Dobyns, W. S. California gardens)","","","","","","1706321","20 pages, 1 leaf, 207, [1] plates on 100 leaves, [2] pages including frontispiece. 29 cm.","","The Macmillan Company","New York",5,"http://digitalcollections.nypl.org/collections/af090f70-c616-012f-766f-58d385a7bc34"
"ed41e730-c616-012f-7746-58d385a7bc34",28890,"GM folks","","General Motors Corporation",1938,1938,"","English","","General Note: Published by Public Relations Dept., General Motors.","","","","","","text | still image","Periodicals","b12367618","","TLNA+ (GM folks) Library has: Vol. 1 (May 1938)-v. 19, no. 6 (June 1956) (incomplete)","","","","","","","v. illus. 35 cm.","","","Detroit",1,"http://digitalcollections.nypl.org/collections/ed41e730-c616-012f-7746-58d385a7bc34"
"f272cb40-c616-012f-f7ac-58d385a7bc34",28892,"Notable New Yorkers of 1896-1899 : a companion volume to King's handbook of New York City.","","King, Moses, 1853-1909","1899",1899,"","English","","","","","New York (N.Y.) | Biography | Portraits","","","still image | text","Books | Portraits | biographies","b12473707","","IRGC (King, M. Notable New Yorkers of 1896-1899)","","","","","","2400420","616 p. : ill., ports. ; 22 cm.","Photomechanical prints","M. King","New York, N.Y.",28,"http://digitalcollections.nypl.org/collections/f272cb40-c616-012f-f7ac-58d385a7bc34"
"1f2302d0-c617-012f-24df-58d385a7bc34",28907,"Scientific American (Architects and building edition)","Scientific American (Architects and building edition)","",1885,1885,1901,"English","","General Note: Called ""Building edition"" beginning with v. 19, no. 1 (Jan. 1895).","Buildings | Architecture","","","","","text | still image","Periodicals","b15966065","","JSR 96-4","","","","","","5374538","32 v. : ill., plans ; 40-41 cm.","","Munn and Co.","New York",3,"http://digitalcollections.nypl.org/collections/1f2302d0-c617-012f-24df-58d385a7bc34"
"33ebcd70-c617-012f-79fe-58d385a7bc34",28914,"Travels through Central Africa to Timbuctoo; and across the Great Desert, to Morocco, performed in the years 1824-1828. Vol I & II","","Caillié, Réné (1799-1838)","1830",1830,"","","","General Note: ""Geographical remarks and inquiries concerning the travels of M. Caillie in central Africa, by M. Jomard"": p. v. 2, p. [225]-501.","","","","","","still image","","b11705004","","Sc Rare 916.6-C (Caillie, R. Travels through Central Africa ...)","","","","","","NYPGR5468532-B","2 v. fronts (ports) 4 pl. (1 fold) 2 fold maps. 23 cm.","","H. Colburn and R. Bentley","London",5,"http://digitalcollections.nypl.org/collections/33ebcd70-c617-012f-79fe-58d385a7bc34"
"401363a0-c617-012f-2d92-58d385a7bc34",28918,"A general description of the people of Africa, including a more  particular account of the manners, customs, and curiosities, of  the inhabitants of Egypt, Barbary, Morocco, Guinea, Congo, Cape  of Good Hope, Madagascar, and Abyssinia. For the instruction of  youth. With engravings. By the Rev. J. Goldsmith ... [pseud.]","","Phillips, R. (Richard), Sir (1767-1840)","1810",1810,"","","","","Ethnology","","Africa | Africa, North","","","still image","","b11704180","","Sc Rare 916-P (Phillips, R. General description of the people of  africa)","","","","","","NYPGR27703853-B","64 p. plates. 18 cm.","","Published by Johnson & Warner","Philadelphia",5,"http://digitalcollections.nypl.org/collections/401363a0-c617-012f-2d92-58d385a7bc34"
"4bf081c0-c617-012f-e5a2-58d385a7bc34",28922,"Maps of Africa","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2,"http://digitalcollections.nypl.org/collections/4bf081c0-c617-012f-e5a2-58d385a7bc34"
"5abc92d0-c617-012f-cbdb-58d385a7bc34",28927,"Negro neighbors, bond and free; lessons in history and humanity.","","Whipple, Phila M.","1907",1907,"","","","","","","","","","still image","Halftone photomechanical prints","b11733193","","Sc 973-W (Whipple, P. Negro neighbors, bond and free)","","","","","","NYPGR1473414-B","143 p., [1] . plates, ports. 20 cm.","","Woman's American Baptist Home Mission Society","Boston",5,"http://digitalcollections.nypl.org/collections/5abc92d0-c617-012f-cbdb-58d385a7bc34"
"66ebbe10-c617-012f-4a17-58d385a7bc34",28932,"The history of the feminine costume of the world, from the year 5318 B.C. to our century.","","Giafferri, Paul Louis de (b. 1886)",1926,1926,1927,"","","Statement of Responsibility Note: Paul Louis de Giafferri","Clothing & dress | Costume | History | Women","","","","","still image","Books | Illustrations","b12210504","","MMC+ Giafferi","","","","","","NYPY867021962-B","","","Foreign Publications","New York",234,"http://digitalcollections.nypl.org/collections/66ebbe10-c617-012f-4a17-58d385a7bc34"
"9448ed30-c617-012f-3e3e-58d385a7bc34",28948,"J. G. Holland papers","","Holland, J. G. (Josiah Gilbert), 1819-1881",1843,1843,1881,"English","Josiah Gilbert Holland (1819-1881) was an American author, journalist and editor. Collection consists of correspondence, writings, papers concerning Abraham Lincoln, and family records. Materials include manuscripts of Holland's books, Arthur Bonnicastle (1873), Nicholas Minturn (1877), and Mistress of the Manse (1874); miscellaneous poems, essays and addresses; and papers relating to Abraham Lincoln, including copies of letters, 1843-1860, by Lincoln to Herbert Asbury, W.H. Herndon and James Speed, with letters by them and others to Holland containing reminiscences of Lincoln. Also, insurance papers, land papers, and letters to Holland, 1864-1880, as editor of Scribner's Monthly, from various American and English literary figures.","","","","","","","text","Correspondence | Documents","b12396704","","MssCol 1419","","","","","","","1.8 linear feet (2 boxes, 2 v., 1 package)","","","",4,"http://digitalcollections.nypl.org/collections/9448ed30-c617-012f-3e3e-58d385a7bc34"
"b8d17e90-c617-012f-7720-58d385a7bc34",28959,"Das heilige Land nach seiner ehemaligen und jetzigen geographischen eschaffenheit, nebst kritischen Blicken in das Carl v. Raumer'sche ""Palästina.""","","Schwarz, Yehoseph (1804-1865) | Raumer, Karl von, 1783-1865","1852",1852,"","","","Statement of Responsibility Note: Joseph Schwarz.","","Raumer, Karl von, 1783-1865","","","","still image","","b13863732","","*PWC (Schwarz, J. Heilige Land nach seiner ehemaligen)","","","","","","6204866","xvi, 452, 20 p. plates, port., fold. map. 22 cm.","","J. Kaufmann","Frankfurt am Main",5,"http://digitalcollections.nypl.org/collections/b8d17e90-c617-012f-7720-58d385a7bc34"
"dafd67d0-c617-012f-6eff-58d385a7bc34",28970,"Map of the hydrographical basin of the upper Mississippi River : from astronomical and barometrical observations, surveys and information","","Frémont, John Charles (1813-1890) | Nicollet, J. N. (Joseph Nicolas) (1786-1843) | Stone, William James (1798-1865)","1842",1842,"","","","Statement of Responsibility Note: by J.N. Nicollet, made in the years 1836, 37, 38, 39 & 40 ; assisted in 1838, 39 & 40 by Lieut. J.C. Frémont of the Corps of Topographical Engineers ; under the superintendence of the Bureau of the Corps of Topographical Engineers and authorised by the War Department ; W.J. Stone, sc., Wash. City.","","","Mississippi River Watershed","","","","","b15847017","","Map Div. 01-11508","","","","","","","1 map on 6 sheets ; 193 x 154 cm., sheets 73 x 84 cm. or smaller.","","Published ... by order of the U.S. Senate","[Washington, D.C.]",6,"http://digitalcollections.nypl.org/collections/dafd67d0-c617-012f-6eff-58d385a7bc34"
